customer_id,recency,frequency,monetary,total_quantity,unique_products,country
13446.0,29,10,3594.21,2235,105,United Kingdom
13448.0,112,4,2722.6,1415,168,United Kingdom
13450.0,1,6,1775.78,2046,39,United Kingdom
13451.0,46,4,3329.63,2396,317,United Kingdom
13452.0,16,1,139.8,4,1,United Kingdom
13454.0,185,1,219.87,198,23,United Kingdom
13455.0,137,3,914.8,380,51,United Kingdom
13457.0,232,2,148.22,96,9,United Kingdom
13459.0,168,2,1160.4099999999999,986,57,United Kingdom
13461.0,57,2,2267.4,1768,21,United Kingdom
13462.0,181,3,526.46,322,33,United Kingdom
13464.0,17,3,714.16,319,29,United Kingdom
13465.0,130,1,611.5,302,21,United Kingdom
13466.0,44,3,528.75,353,26,United Kingdom
13468.0,1,24,5219.17,2201,165,United Kingdom
13469.0,197,1,82.4,52,6,United Kingdom
13472.0,7,2,592.24,310,24,United Kingdom
13473.0,118,6,2235.12,734,44,United Kingdom
13474.0,39,1,350.6,160,60,United Kingdom
13476.0,30,2,544.4,186,30,United Kingdom
13477.0,86,3,974.6800000000001,681,55,United Kingdom
13478.0,13,5,2215.78,1189,114,United Kingdom
13479.0,21,1,387.36,490,29,United Kingdom
13480.0,223,1,493.94,202,31,United Kingdom
13481.0,51,5,1575.33,742,73,United Kingdom
13482.0,171,1,151.45,71,9,United Kingdom
13484.0,183,1,165.78,112,11,United Kingdom
13485.0,62,5,1557.23,1058,90,United Kingdom
13487.0,49,2,271.47,97,11,United Kingdom
13488.0,31,8,3898.85,2157,144,United Kingdom
13490.0,198,1,154.25,25,8,United Kingdom
13491.0,14,14,2914.04,1342,99,United Kingdom
13495.0,170,3,1210.51,681,25,United Kingdom
13497.0,56,4,818.78,362,36,United Kingdom
13498.0,274,1,327.38,362,17,United Kingdom
13501.0,30,2,1544.79,693,52,Switzerland
13502.0,92,1,307.9,142,11,United Kingdom
13503.0,23,5,1642.39,857,148,United Kingdom
13506.0,4,1,427.32,320,26,United Kingdom
13508.0,186,1,176.07999999999998,156,16,United Kingdom
13509.0,51,1,135.0,108,5,United Kingdom
13510.0,79,5,1781.21,968,91,United Kingdom
13511.0,220,1,282.76,60,5,United Kingdom
13512.0,24,2,273.96000000000004,162,17,United Kingdom
13513.0,199,1,299.64,128,13,United Kingdom
13514.0,123,2,588.7,188,13,United Kingdom
13515.0,188,1,188.1,50,7,United Kingdom
13520.0,20,4,2518.7,1292,53,Switzerland
13526.0,282,2,1182.0,1911,29,United Kingdom
13527.0,49,4,1775.38,814,129,United Kingdom
13530.0,178,1,402.97999999999996,272,18,United Kingdom
13531.0,42,4,949.27,323,38,United Kingdom
13534.0,15,4,742.02,326,29,United Kingdom
13538.0,200,2,803.54,294,43,United Kingdom
13539.0,79,3,839.62,336,39,United Kingdom
13540.0,11,3,632.39,189,26,United Kingdom
13541.0,114,1,310.35,91,2,United Kingdom
13542.0,21,14,3102.33,658,90,United Kingdom
13543.0,178,2,1439.6100000000001,329,37,United Kingdom
13544.0,100,3,342.69,139,94,United Kingdom
13545.0,88,1,118.17999999999999,141,16,United Kingdom
13548.0,15,1,223.28,122,61,United Kingdom
13551.0,210,1,152.39999999999998,24,1,United Kingdom
13552.0,43,6,2292.15,841,61,United Kingdom
13553.0,218,1,499.6,201,85,United Kingdom
13555.0,86,6,2302.89,798,104,United Kingdom
13557.0,70,7,1681.1100000000001,1417,89,United Kingdom
13559.0,56,2,990.0,360,1,United Kingdom
13561.0,27,7,1171.6,735,94,United Kingdom
13562.0,72,4,2277.55,643,52,United Kingdom
13564.0,7,29,11006.42,6210,407,United Kingdom
13566.0,53,2,569.09,474,122,United Kingdom
13567.0,16,3,689.54,354,132,United Kingdom
13571.0,2,10,1840.53,1068,125,United Kingdom
13573.0,181,1,81.85,42,8,United Kingdom
13576.0,16,8,3622.4,1587,81,United Kingdom
13577.0,72,5,939.47,434,39,United Kingdom
13579.0,203,1,383.55,295,27,United Kingdom
13582.0,161,1,77.5,34,3,United Kingdom
13583.0,223,1,664.001,372,43,United Kingdom
13584.0,42,2,243.3,323,55,United Kingdom
13585.0,74,3,684.54,1386,29,United Kingdom
13586.0,85,1,127.28,38,20,United Kingdom
13587.0,207,1,568.3,276,10,United Kingdom
13589.0,71,3,652.59,149,29,United Kingdom
13590.0,43,5,1865.31,1442,154,United Kingdom
13591.0,127,3,653.8100000000001,193,28,United Kingdom
13593.0,22,7,2860.66,1185,157,United Kingdom
13594.0,29,1,136.35000000000002,37,7,United Kingdom
13595.0,60,3,784.48,341,114,United Kingdom
13598.0,39,4,601.92,341,46,United Kingdom
13599.0,104,6,2909.12,1893,72,United Kingdom
13600.0,178,1,298.9,275,22,United Kingdom
13601.0,90,1,182.43,107,52,United Kingdom
13602.0,104,1,169.38,58,11,United Kingdom
13604.0,202,1,717.62,242,21,United Kingdom
13605.0,115,1,169.89,130,17,United Kingdom
13608.0,84,1,232.05,110,31,United Kingdom
13609.0,137,1,167.35,19,7,United Kingdom
13610.0,57,5,793.9,316,122,United Kingdom
13611.0,17,5,1477.96,829,99,United Kingdom
13612.0,176,1,818.29,444,50,United Kingdom
13613.0,170,2,627.5,234,27,United Kingdom
13614.0,95,1,303.4,87,43,United Kingdom
13615.0,50,4,3488.54,1561,152,United Kingdom
13616.0,112,2,283.85,172,31,United Kingdom
13617.0,4,2,247.37,79,18,United Kingdom
13619.0,88,2,224.94,79,39,United Kingdom
13620.0,72,1,112.34,74,5,United Kingdom
13622.0,240,1,658.95,379,32,United Kingdom
13623.0,94,3,1425.19,550,121,United Kingdom
13625.0,140,1,301.26,144,21,United Kingdom
13627.0,32,2,607.43,363,37,United Kingdom
13628.0,220,1,310.14,106,16,United Kingdom
13629.0,7,6,3795.0,2300,5,United Kingdom
13632.0,120,2,881.99,311,41,United Kingdom
13634.0,81,6,2191.66,793,95,United Kingdom
13635.0,268,2,797.15,477,38,United Kingdom
13640.0,155,1,405.0,108,4,United Kingdom
13641.0,184,5,1016.47,1098,41,United Kingdom
13643.0,29,4,686.97,197,22,United Kingdom
13647.0,38,4,1393.56,908,50,United Kingdom
13648.0,14,6,1404.22,782,78,United Kingdom
13649.0,20,3,728.51,384,43,United Kingdom
13650.0,70,3,1141.06,603,48,United Kingdom
13652.0,196,1,393.96000000000004,349,28,United Kingdom
13653.0,31,1,152.2,72,9,United Kingdom
13654.0,15,3,743.03,683,47,United Kingdom
13655.0,133,2,580.58,284,28,United Kingdom
13656.0,43,2,699.2,372,38,United Kingdom
13658.0,36,3,2705.53,920,89,United Kingdom
13659.0,36,9,3027.53,1461,126,United Kingdom
13661.0,147,1,325.24,118,17,United Kingdom
13662.0,77,4,729.15,383,47,United Kingdom
13663.0,190,1,545.45,291,27,United Kingdom
13665.0,48,1,632.81,671,44,United Kingdom
13666.0,279,1,19.5,2,2,United Kingdom
13668.0,22,11,5227.06,1830,133,United Kingdom
13672.0,274,1,233.53000000000003,81,12,United Kingdom
13676.0,83,2,243.9,104,13,United Kingdom
13677.0,64,1,273.96,151,61,United Kingdom
13679.0,37,3,281.26,102,44,United Kingdom
13680.0,15,8,7700.55,3310,244,United Kingdom
13683.0,1,1,258.6,180,10,United Kingdom
13684.0,106,2,396.92,127,49,United Kingdom
13688.0,179,1,375.5,130,5,United Kingdom
13693.0,18,7,1374.17,691,57,United Kingdom
13694.0,2,85,114527.41,113575,601,United Kingdom
13695.0,121,1,266.6,188,6,United Kingdom
13696.0,135,2,1386.2,484,17,United Kingdom
13698.0,140,2,451.73,227,31,United Kingdom
13699.0,94,1,455.57,153,23,United Kingdom
13700.0,212,2,81.55,62,12,United Kingdom
13705.0,52,3,688.9399999999999,414,32,United Kingdom
13706.0,170,1,300.38,112,18,United Kingdom
13707.0,80,1,720.5,318,28,United Kingdom
13709.0,91,3,771.33,317,39,United Kingdom
13710.0,156,1,228.0,120,5,United Kingdom
13711.0,122,6,1360.1200000000001,583,63,United Kingdom
13712.0,154,1,537.58,776,23,United Kingdom
13713.0,15,2,588.61,237,59,United Kingdom
13714.0,9,1,161.35,50,30,United Kingdom
13715.0,9,10,5516.21,3320,205,United Kingdom
13717.0,1,2,318.29,185,21,United Kingdom
13719.0,22,5,1257.67,713,112,United Kingdom
13722.0,44,3,1887.0,1175,59,United Kingdom
13723.0,104,2,420.58,182,18,United Kingdom
13724.0,181,1,213.01,130,39,United Kingdom
13727.0,155,6,740.6700000000001,206,55,United Kingdom
13728.0,1,8,1507.48,710,44,United Kingdom
13729.0,228,1,357.88,272,20,United Kingdom
13733.0,279,1,149.10000000000002,62,10,United Kingdom
13734.0,52,4,6695.6900000000005,302,24,United Kingdom
13735.0,70,6,3668.18,1486,160,United Kingdom
13736.0,3,4,1759.05,901,213,United Kingdom
13739.0,71,1,75.3,22,3,United Kingdom
13740.0,49,3,916.73,337,46,United Kingdom
13745.0,90,1,477.32,650,31,United Kingdom
13748.0,282,1,173.1,90,7,United Kingdom
13750.0,88,3,938.52,302,32,United Kingdom
13752.0,71,1,404.45000000000005,131,19,United Kingdom
13753.0,142,3,1353.31,938,37,United Kingdom
13756.0,71,5,1223.64,759,69,United Kingdom
13757.0,218,1,195.55,54,8,United Kingdom
13758.0,133,5,3682.17,1848,103,United Kingdom
13760.0,79,2,674.04,273,28,United Kingdom
13761.0,46,4,881.52,437,50,United Kingdom
13762.0,137,4,2165.76,2336,21,United Kingdom
13764.0,113,3,1400.2,1158,141,United Kingdom
13765.0,197,1,352.821,297,17,United Kingdom
13766.0,39,1,190.35,137,16,United Kingdom
13767.0,16,20,9191.57,4221,81,United Kingdom
13768.0,270,2,875.97,373,30,United Kingdom
13769.0,3,8,2013.97,937,61,United Kingdom
13770.0,189,2,264.33000000000004,183,7,United Kingdom
13771.0,77,5,3094.37,1663,85,United Kingdom
13772.0,56,3,1096.34,440,187,United Kingdom
13773.0,203,1,91.4,32,5,United Kingdom
13775.0,134,1,1049.66,455,63,United Kingdom
13777.0,15,18,11182.22,4889,34,United Kingdom
13778.0,35,3,945.79,441,27,United Kingdom
13779.0,59,1,161.13,53,27,United Kingdom
13781.0,136,2,650.99,270,39,United Kingdom
13782.0,32,6,731.47,209,97,United Kingdom
13783.0,31,4,1542.09,3437,4,United Kingdom
13785.0,3,2,311.99,97,19,United Kingdom
13786.0,133,4,2252.69,998,73,United Kingdom
13787.0,2,4,913.46,661,50,United Kingdom
13788.0,49,1,3.75,1,1,United Kingdom
13793.0,190,1,96.0,52,7,United Kingdom
13794.0,90,1,126.03,63,9,United Kingdom
13795.0,50,2,432.35,609,14,United Kingdom
13796.0,43,1,289.7,218,22,United Kingdom
13797.0,112,2,666.87,361,45,United Kingdom
13798.0,4,38,27219.56,17263,105,United Kingdom
13799.0,15,6,1820.17,919,38,United Kingdom
13800.0,280,1,478.7,242,19,United Kingdom
13802.0,14,13,16375.81,8605,180,United Kingdom
13803.0,162,1,433.53000000000003,231,26,United Kingdom
13807.0,118,2,309.6,80,17,United Kingdom
13809.0,4,1,127.05000000000001,44,9,Cyprus
13813.0,71,4,1398.61,740,50,Germany
13814.0,71,1,678.2,350,22,Germany
13815.0,8,3,2553.98,2161,107,Germany
13819.0,213,3,1502.0,1200,34,United Kingdom
13820.0,190,2,386.52,130,29,United Kingdom
13821.0,237,3,660.55,199,82,United Kingdom
13823.0,31,4,1929.92,912,79,United Kingdom
13824.0,4,5,1120.02,510,30,United Kingdom
13825.0,165,2,255.59,182,38,United Kingdom
13830.0,125,1,156.85000000000002,47,11,United Kingdom
13831.0,51,11,3362.77,1282,72,United Kingdom
13834.0,120,2,324.19,221,15,United Kingdom
13835.0,63,3,260.7,78,15,United Kingdom
13838.0,123,1,240.44,106,54,United Kingdom
13839.0,30,1,139.95000000000002,25,7,United Kingdom
13842.0,3,7,1074.82,582,66,United Kingdom
13847.0,263,1,310.72,96,19,United Kingdom
13848.0,16,4,1440.0,4500,1,United Kingdom
13849.0,168,1,509.65,143,32,United Kingdom
13851.0,223,1,199.29999999999998,14,3,United Kingdom
13852.0,154,1,187.35000000000002,85,11,United Kingdom
13854.0,85,8,1926.27,820,28,United Kingdom
13855.0,44,4,1310.3400000000001,575,64,United Kingdom
13856.0,7,8,753.53,611,27,United Kingdom
13857.0,32,2,400.93,241,46,United Kingdom
13859.0,73,1,314.7,38,8,United Kingdom
13861.0,74,1,128.43,124,10,United Kingdom
13863.0,9,3,933.77,329,43,United Kingdom
13869.0,39,4,3497.12,1863,269,United Kingdom
13870.0,16,3,1838.18,1494,75,United Kingdom
13871.0,93,3,1164.0,557,44,United Kingdom
13872.0,71,3,919.57,339,51,United Kingdom
13873.0,118,2,262.7,58,11,United Kingdom
13874.0,48,6,1508.7,684,33,United Kingdom
13875.0,0,8,2726.28,1624,107,United Kingdom
13877.0,14,2,332.44,370,20,United Kingdom
13878.0,91,3,1145.33,464,59,United Kingdom
13879.0,189,1,395.5,204,25,United Kingdom
13880.0,30,2,343.71,265,22,United Kingdom
13881.0,29,10,15841.6,11438,112,United Kingdom
13883.0,106,6,1661.44,887,68,United Kingdom
13884.0,14,1,248.45,91,28,United Kingdom
13888.0,38,4,911.82,332,62,United Kingdom
13889.0,14,3,1129.58,660,43,United Kingdom
13890.0,125,3,730.2900000000001,417,36,United Kingdom
13891.0,126,1,398.4,196,24,United Kingdom
13892.0,21,2,634.68,2142,8,United Kingdom
13895.0,59,2,1415.45,695,67,United Kingdom
13896.0,169,1,388.55,149,21,United Kingdom
13897.0,221,1,482.67,438,23,United Kingdom
13900.0,48,2,582.92,346,37,United Kingdom
13901.0,28,9,2516.2799999999997,1473,135,United Kingdom
13902.0,176,5,34095.26,220600,58,Denmark
13905.0,276,1,312.65,135,12,United Kingdom
13907.0,235,1,136.8,68,4,United Kingdom
13909.0,65,1,112.46,136,11,United Kingdom
13911.0,20,10,1388.49,1293,56,United Kingdom
13913.0,50,1,42.22,10,3,United Kingdom
13916.0,7,4,1275.81,673,72,United Kingdom
13919.0,84,1,617.27,495,32,Denmark
13920.0,34,2,1067.66,952,57,United Kingdom
13921.0,84,2,349.1,102,18,United Kingdom
13922.0,11,1,423.2,235,13,United Kingdom
13929.0,34,7,1930.55,1233,35,United Kingdom
13931.0,1,5,3073.2200000000003,2204,151,United Kingdom
13935.0,140,3,6116.92,2252,67,United Kingdom
13939.0,72,3,451.65000000000003,287,23,United Kingdom
13941.0,88,7,3703.54,1562,26,United Kingdom
13942.0,78,1,320.0,1000,1,United Kingdom
13943.0,121,1,246.54,94,15,United Kingdom
13944.0,197,1,200.43,153,35,United Kingdom
13945.0,23,1,515.65,329,37,United Kingdom
13946.0,178,2,760.95,1255,29,United Kingdom
13948.0,192,2,262.31,141,13,United Kingdom
13952.0,50,8,7342.13,3554,142,United Kingdom
13953.0,34,4,2625.0,2100,1,United Kingdom
13957.0,116,2,258.9,84,15,United Kingdom
13958.0,55,7,3943.51,1872,155,United Kingdom
13959.0,55,1,43.25,13,10,United Kingdom
13963.0,9,8,1107.16,528,59,United Kingdom
13965.0,20,3,996.61,425,23,United Kingdom
13969.0,0,10,2251.36,1197,130,United Kingdom
13971.0,21,5,1522.78,980,69,United Kingdom
13974.0,126,1,264.13,107,15,United Kingdom
13975.0,94,3,1402.75,1395,210,United Kingdom
13976.0,50,3,834.38,298,43,United Kingdom
13979.0,120,4,1292.81,856,178,United Kingdom
13980.0,31,3,297.32,143,32,United Kingdom
13982.0,43,5,2082.48,1342,77,United Kingdom
13983.0,3,8,3706.19,2583,167,United Kingdom
13984.0,37,5,640.93,418,40,United Kingdom
13985.0,106,2,593.23,286,29,United Kingdom
13988.0,169,1,310.2,168,18,United Kingdom
13989.0,8,3,759.98,894,34,United Kingdom
13992.0,7,1,75.9,50,3,United Kingdom
13993.0,17,6,2090.8,797,60,United Kingdom
13995.0,11,7,1639.19,985,62,United Kingdom
13997.0,63,3,376.46,143,36,United Kingdom
13998.0,55,2,278.9,70,14,United Kingdom
13999.0,17,13,4340.2,2197,112,United Kingdom
14000.0,45,3,1188.02,838,20,United Kingdom
14001.0,13,2,885.87,325,29,United Kingdom
14003.0,276,1,209.41,149,16,United Kingdom
14006.0,72,4,1234.48,1540,40,United Kingdom
14007.0,56,1,79.48,16,5,United Kingdom
14009.0,6,1,404.3,586,32,United Kingdom
14010.0,109,2,445.15,177,20,United Kingdom
14011.0,24,2,457.82,644,32,United Kingdom
14013.0,167,1,174.2,84,10,United Kingdom
14014.0,120,1,276.65999999999997,388,12,United Kingdom
14016.0,18,6,6020.22,3199,217,EIRE
14017.0,115,1,229.75,73,14,United Kingdom
14018.0,189,1,367.15000000000003,224,13,United Kingdom
14020.0,20,2,606.21,207,29,United Kingdom
14021.0,85,2,479.82,220,30,United Kingdom
14022.0,30,1,352.15000000000003,194,19,United Kingdom
14025.0,8,8,4057.9,1920,60,United Kingdom
14026.0,14,2,713.11,427,43,United Kingdom
14028.0,94,3,10396.5,7170,3,United Kingdom
14030.0,139,7,3174.18,1393,242,United Kingdom
14031.0,14,19,15853.140000000001,5676,188,United Kingdom
14032.0,9,4,1224.75,1426,38,United Kingdom
14033.0,99,1,109.44,576,1,United Kingdom
14035.0,113,2,384.6,163,39,United Kingdom
14037.0,22,4,689.75,544,76,United Kingdom
14038.0,217,1,704.5500000000001,376,29,United Kingdom
14039.0,119,1,115.08000000000001,100,4,United Kingdom
14040.0,9,18,6560.43,2501,212,United Kingdom
14042.0,269,1,431.98,180,21,United Kingdom
14043.0,35,2,302.6,152,37,United Kingdom
14044.0,30,4,1216.11,619,292,United Kingdom
14045.0,9,10,7450.08,3526,16,United Kingdom
14047.0,23,5,1705.51,830,61,United Kingdom
14049.0,35,4,4547.26,2730,262,United Kingdom
14051.0,25,8,3697.96,1232,33,United Kingdom
14053.0,30,1,170.8,150,2,United Kingdom
14055.0,121,2,795.3199999999999,504,23,United Kingdom
14057.0,22,4,1816.4,1289,117,United Kingdom
14058.0,6,2,469.19,211,23,United Kingdom
14060.0,2,5,906.7,737,22,United Kingdom
14061.0,51,3,917.4300000000001,133,17,United Kingdom
14062.0,13,7,9626.41,5011,72,United Kingdom
14063.0,230,7,9471.5,3848,29,United Kingdom
14064.0,0,8,1690.55,1890,78,United Kingdom
14068.0,147,3,1250.8700000000001,437,73,United Kingdom
14069.0,58,2,225.81,58,37,United Kingdom
14070.0,228,1,321.6,85,40,United Kingdom
14072.0,210,1,390.85,65,19,United Kingdom
14074.0,167,1,219.39999999999998,228,6,United Kingdom
14075.0,14,2,369.39,365,20,United Kingdom
14078.0,18,3,504.1,276,73,United Kingdom
14079.0,226,1,243.63,1,1,United Kingdom
14080.0,172,3,694.65,136,46,United Kingdom
14081.0,142,7,3039.46,1904,345,United Kingdom
14083.0,55,2,79.28999999999999,55,8,United Kingdom
14084.0,56,1,150.5,306,7,United Kingdom
14085.0,14,11,3688.3,1811,268,United Kingdom
14086.0,6,1,39.95,1,1,United Kingdom
14087.0,279,1,235.44,200,64,United Kingdom
14091.0,198,2,9530.08,3316,13,United Kingdom
14092.0,7,8,2281.7000000000003,1147,72,United Kingdom
14095.0,266,1,2.95,1,1,United Kingdom
14097.0,25,2,422.85999999999996,352,39,United Kingdom
14099.0,49,5,1670.5800000000002,962,98,United Kingdom
14101.0,14,5,2747.02,2336,15,United Kingdom
14103.0,209,1,0.0,5,1,United Kingdom
14104.0,92,2,370.7,280,79,United Kingdom
14105.0,154,2,2090.35,1178,75,United Kingdom
14106.0,281,1,214.79999999999998,24,1,United Kingdom
14107.0,56,3,1699.65,1374,69,United Kingdom
14108.0,275,2,447.05,292,18,United Kingdom
14110.0,13,19,6153.63,2725,122,United Kingdom
14112.0,21,5,2723.84,1744,121,United Kingdom
14113.0,70,7,2490.8900000000003,1393,41,United Kingdom
14114.0,87,2,569.35,293,34,United Kingdom
14115.0,45,2,622.6700000000001,509,22,United Kingdom
14119.0,262,1,66.48,120,3,United Kingdom
14122.0,272,2,131.58999999999997,25,3,United Kingdom
14123.0,277,1,436.18,234,24,United Kingdom
14128.0,95,1,286.71,250,19,United Kingdom
14129.0,35,2,700.62,432,22,United Kingdom
14130.0,272,1,339.87,268,62,United Kingdom
14131.0,192,1,168.22,105,45,United Kingdom
14133.0,277,1,305.5,50,8,United Kingdom
14134.0,70,10,6158.56,3308,73,United Kingdom
14135.0,1,6,3068.46,4308,53,United Kingdom
14136.0,98,4,1210.97,863,68,United Kingdom
14137.0,239,1,332.7,462,11,United Kingdom
14139.0,34,3,670.98,539,29,United Kingdom
14142.0,190,1,359.53000000000003,205,22,United Kingdom
14144.0,30,1,30.599999999999998,12,1,United Kingdom
14145.0,3,3,3857.85,899,10,United Kingdom
14146.0,177,4,1433.61,871,72,United Kingdom
14147.0,114,3,1372.6,547,10,United Kingdom
14151.0,217,2,679.45,405,44,United Kingdom
14152.0,38,2,632.41,615,34,United Kingdom
14153.0,27,1,233.4,312,17,United Kingdom
14154.0,64,3,2010.86,1162,101,United Kingdom
14156.0,3,69,154860.15,89271,821,EIRE
14157.0,190,1,152.85,59,9,United Kingdom
14159.0,59,7,2398.23,1538,240,United Kingdom
14160.0,154,7,8421.47,4661,80,United Kingdom
14161.0,32,3,1759.26,915,135,United Kingdom
14163.0,6,1,148.71,57,6,United Kingdom
14166.0,49,2,251.15,82,39,United Kingdom
14167.0,8,4,711.7,193,32,United Kingdom
14168.0,108,1,302.95,97,11,United Kingdom
14171.0,274,1,135.0,44,6,United Kingdom
14172.0,149,3,369.02,78,38,United Kingdom
14173.0,185,2,135.16,44,3,United Kingdom
14175.0,8,4,2895.32,1006,96,United Kingdom
14177.0,123,6,727.3,327,64,United Kingdom
14180.0,7,4,263.15,31,9,United Kingdom
14181.0,106,1,213.9,85,47,United Kingdom
14182.0,36,3,423.12,114,21,United Kingdom
14183.0,25,1,139.58,26,14,United Kingdom
14186.0,65,4,1185.49,1084,62,United Kingdom
14187.0,17,1,123.5,50,8,United Kingdom
14190.0,210,1,79.9,2,1,United Kingdom
14191.0,272,1,15.9,2,1,United Kingdom
14194.0,4,12,5924.14,3477,199,United Kingdom
14195.0,125,3,1215.4,1012,5,United Kingdom
14198.0,21,4,627.73,225,28,United Kingdom
14199.0,64,2,322.65,47,6,United Kingdom
14200.0,161,1,379.2,140,21,United Kingdom
14201.0,114,2,283.95,107,9,United Kingdom
14202.0,100,2,333.21000000000004,99,12,United Kingdom
14204.0,80,2,711.11,324,131,United Kingdom
14205.0,53,4,1030.1,630,39,United Kingdom
14207.0,231,1,157.8,36,2,United Kingdom
14208.0,95,1,415.31,415,25,United Kingdom
14209.0,34,5,1648.3500000000001,619,61,United Kingdom
14210.0,14,9,3276.33,1559,122,United Kingdom
14211.0,41,7,1631.01,1037,78,United Kingdom
14215.0,14,3,1460.61,823,75,United Kingdom
14217.0,35,2,689.08,272,31,United Kingdom
14219.0,37,1,395.64,238,25,United Kingdom
14220.0,111,2,882.5999999999999,196,12,United Kingdom
14221.0,14,7,2761.6,1370,55,United Kingdom
14224.0,28,3,667.1,275,79,United Kingdom
14225.0,36,3,1621.25,901,58,United Kingdom
14227.0,100,3,2014.43,1742,120,United Kingdom
14228.0,65,2,423.49,175,25,United Kingdom
14229.0,15,1,389.64,120,14,United Kingdom
14230.0,92,1,475.5,108,17,United Kingdom
14233.0,9,3,1441.55,581,30,United Kingdom
14235.0,42,4,1573.1299999999999,1055,53,United Kingdom
14236.0,14,2,524.6800000000001,364,24,United Kingdom
14237.0,134,1,310.14,200,17,United Kingdom
14238.0,206,2,287.38,78,5,United Kingdom
14239.0,27,9,1462.71,577,38,United Kingdom
14241.0,240,1,120.0,96,2,United Kingdom
14243.0,20,1,2560.4,1375,110,United Kingdom
14244.0,204,1,366.41999999999996,814,16,United Kingdom
14247.0,67,2,316.98,151,41,United Kingdom
14248.0,3,2,730.37,590,33,United Kingdom
14249.0,17,11,4874.211,2222,175,United Kingdom
14253.0,37,2,363.40000000000003,88,11,United Kingdom
14255.0,90,1,1000.63,1,1,United Kingdom
14256.0,35,3,1491.73,733,70,United Kingdom
14257.0,45,2,1845.72,1146,65,United Kingdom
14258.0,15,13,16247.02,9350,79,United Kingdom
14260.0,15,3,824.28,544,50,United Kingdom
14264.0,116,2,666.84,340,34,United Kingdom
14265.0,8,2,843.17,385,47,Unspecified
14268.0,14,1,354.85,147,19,United Kingdom
14272.0,106,2,482.85,498,31,United Kingdom
14274.0,230,1,256.6,178,15,United Kingdom
14275.0,74,3,376.08,160,7,United Kingdom
14276.0,28,3,648.24,432,33,United Kingdom
14277.0,31,4,12620.23,87565,74,France
14279.0,64,2,191.86,46,3,United Kingdom
14282.0,1,6,2624.4,1848,52,United Kingdom
14283.0,7,4,628.4399999999999,550,36,United Kingdom
14284.0,197,1,704.4,349,35,United Kingdom
14285.0,57,4,1374.41,413,33,United Kingdom
14286.0,183,3,2613.02,2985,105,United Kingdom
14290.0,185,2,1385.1100000000001,421,36,United Kingdom
14291.0,41,5,2588.06,2258,122,United Kingdom
14292.0,51,4,1866.33,955,39,United Kingdom
14293.0,231,3,1259.35,661,29,United Kingdom
14295.0,73,3,1329.75,475,45,United Kingdom
14296.0,118,1,168.25,120,11,United Kingdom
14298.0,7,27,29455.09,32671,546,United Kingdom
14299.0,8,15,7412.09,4697,84,United Kingdom
14301.0,116,2,928.62,746,27,United Kingdom
14302.0,206,2,471.25,175,20,United Kingdom
14304.0,114,1,671.97,299,39,United Kingdom
14306.0,43,2,453.28000000000003,702,11,United Kingdom
14307.0,52,4,1292.2,758,74,United Kingdom
14308.0,93,2,1147.02,2,1,United Kingdom
14309.0,94,1,664.24,541,42,United Kingdom
14311.0,111,1,206.19,89,11,United Kingdom
14312.0,48,1,785.33,643,55,United Kingdom
14315.0,108,2,716.69,323,26,United Kingdom
14316.0,91,4,1064.1,3390,20,United Kingdom
14318.0,4,1,158.02,152,9,United Kingdom
14320.0,90,3,868.96,388,46,United Kingdom
14321.0,17,1,377.12,668,35,United Kingdom
14322.0,181,2,153.60000000000002,32,3,United Kingdom
14324.0,237,1,361.81,227,23,United Kingdom
14325.0,113,1,245.48000000000002,320,18,United Kingdom
14326.0,7,2,757.13,469,48,United Kingdom
14327.0,174,3,945.32,743,54,United Kingdom
14329.0,34,6,3228.91,1809,140,United Kingdom
14330.0,167,1,200.63,103,13,United Kingdom
14334.0,15,3,1208.43,801,52,United Kingdom
14338.0,80,1,339.88,287,19,United Kingdom
14341.0,73,6,1589.67,1065,81,United Kingdom
14342.0,16,1,161.28,84,10,United Kingdom
14343.0,53,3,862.23,495,161,United Kingdom
14344.0,15,7,1312.67,498,88,United Kingdom
14346.0,41,1,672.93,807,48,United Kingdom
14347.0,280,1,82.6,48,6,United Kingdom
14355.0,171,1,301.14,324,23,United Kingdom
14361.0,122,1,214.70999999999998,251,14,United Kingdom
14365.0,225,1,324.5,330,29,United Kingdom
14366.0,69,1,136.0,16,1,United Kingdom
14369.0,186,2,469.13,255,24,United Kingdom
14370.0,32,5,1053.38,218,37,United Kingdom
14372.0,143,1,590.35,195,23,United Kingdom
14374.0,85,1,108.0,20,7,United Kingdom
14375.0,85,1,340.95,170,61,United Kingdom
14376.0,227,1,215.46,50,17,United Kingdom
14378.0,165,1,131.25,57,9,United Kingdom
14379.0,24,1,317.01,287,41,United Kingdom
14380.0,226,1,48.96,1,1,United Kingdom
14384.0,44,1,58.5,30,3,United Kingdom
14388.0,11,6,2268.15,1647,75,United Kingdom
14389.0,72,2,535.35,403,20,United Kingdom
14391.0,120,1,135.6,168,14,United Kingdom
14394.0,108,1,93.8,58,6,United Kingdom
14395.0,2,9,3769.59,1914,209,United Kingdom
14396.0,39,5,1481.39,734,136,United Kingdom
14398.0,71,1,446.49,195,31,United Kingdom
14399.0,16,5,1433.8799999999999,590,81,United Kingdom
14400.0,175,1,656.25,669,26,United Kingdom
14401.0,15,8,2450.06,1610,53,United Kingdom
